user_id,user_location,traveler_type,review_title,review_date,review_score,review
Secret_sherlock,"Lichfield, United Kingdom",Couples,Go at night time! Must see skyline views! ,"October 19, 2017",5,"You have to visit the top of the rock at night! We went at around 9pm and got hardly any queues going up, no waiting and easy access around. You can see the Empire State Building all light up, the Chrysler building and its iconic...More"
KarenR142014,"Milton Keynes, United Kingdom",Couples,Amazing veiws over the top of NYC,"October 19, 2017",5,"we visited at night with friends. Although it was busy, we didnt have to wait long to go up, but a while to get back down. The veiws were amazing and all the staff were friendly."
Megan R,"Vancouver, Canada",Couples,Must See!,"October 18, 2017",5,"Great view, great experience, highly recommend. We got the ""sun and stars"" upgrade which meant we could go back later that day and it was stunning to see the city lit up at night. Bring a sweater, it's quite windy up there!"
Travelingduo357,"Austin, Texas",Couples,The BEST view of the Empire State Building and Times Square!,"October 18, 2017",5,This was a great way to really see New York City and all it has to offer! The perspective is amazing! We were on a tight schedule so decided to go for the VIP visit--no lines or having to come back at a set time....More
Mary F,"Belfast, United Kingdom",Couples,fantastic,"October 18, 2017",5,great place to visit even the ride up and on the lift is amazing with all the flashing lights on ceiling of lift
Stevo_Perth,"Perth, Australia",Couples,Great View and Good value - A must do in NYC,"October 18, 2017",5,"We did the observation deck as well as the guided tour of the Rockefeller Centre using our NY Pass Cards. No extra cost! Worth buying the $3 panoramic map to help in identifying buildings.
Great views, well managed, no long queues and not too crowded....More"
Torkerz,,Couples,Excellent Views,"October 17, 2017",5,"We had such a good time here. The ques weren't huge and the general experience was awesome. We were lucky to have such nice weather in September!
Top of the rock is great as you get great views of the empire state, central park and...More"
brynjareynisdottir94,"Akureyri, Iceland",Couples,Worth it!,"October 17, 2017",5,"Would totally recommend, even for those who are afraid of heights! You get an amazing view of the park and empire state, what more could you ask for?"
Phil747,Nottingham,Couples,AWESOME.,"October 17, 2017",5,Glad we chose this one as the views stunning and you get an amazing selfie with the Empire State Building in it. Takes about 2 minutes to shoot you to the top. AWESOME !!!
SuzeSymes,San Francisco,Couples,Recommended for great views of midtown to downtown and uptown,"October 17, 2017",5,Excellent for the best view of the Empire State Building and the whole island of New York and beyond.. we went about 45 mins before our ticket time but they let us go through anyway.. which was great as this allowed us to move through...More
Joanne M,"Land O Lakes, Florida",Couples,Amazing views!,"October 16, 2017",5,"We purchased the Sun & Stars tickets when my husband and I visited NYC so that we'd be able to see the views during the day, and again at night when the city was lit up. The views were amazing, and the experience is well...More"
JillyB1967,"Aberdeen, United Kingdom",Couples,Brilliant,"October 16, 2017",5,Lots of queuing to get in and up to the top but well worth it. Remember to look up when you get in the lift!
lukesmith997,"Leeds, United Kingdom",Couples,Fantastic Views.,"October 16, 2017",5,"Would highly recommend this if visiting NYC. It is fantastic for views across the City including Central Park and of Empire State.
Difficult to choose if to do this or Empire State, If you have to do one, maybe do this.
Book in advance, and...More"
lilacbunnykins,essex,Couples,Amazing veiws,"October 16, 2017",5,"So worth a visit,amazing views ,easy access to get up to the top,restaurant if you want to eat and a little gift shop"
stingray1408,"Morecambe, United Kingdom",Couples,Awesome,"October 16, 2017",5,"It's a must , book ticket in advance for time slot and pick sunset bookings , amazing views , would love to go back around the Christmas period to see it in all it's Splenda"
Dave D,,Couples,Best view of NYC at sunset,"October 16, 2017",5,This is a great place to view the sunset over the Manhattan skyline and watch the city slowly light up. The outdoor viewing platforms are more spacious than the Empire State Building and offer great photo opportunities without getting reflections in the windows (like One...More
TheTolerableOne,"Tottenham, Canada",Couples,Best Daytime View of NYC,"October 16, 2017",5,"We received a great tip for sightseeing in New York - do the Top of the Rock in the daytime, and the top of the Empire State Building at night. Rockefeller Centre provides a great 360 view of Manhattan and beyond. It gives you the...More"
Dave H,"Cape Town Central, South Africa",Couples,a View to die for,"October 16, 2017",5,"excellent service on arrival and we are whisked to the top in no time. This is not a cheap outing but at the end of the day, its worth it. Seeing the city of New York in the morning and I suppose in the twilight...More"
Anita F,,Couples,Book in advance and avoid the queue,"October 16, 2017",5,"The BEST view's of NYC! Try to book in advance so that you can avoid the queue, we still had to wait to get in."
Kathy B,,Couples,Be prepared to wait,"October 16, 2017",5,"Top of the Rock is awesome! You get an amazing 360 outdoor view of NYC. The only downside is that people don’t move in a relatively quick fashion when they are taking pictures. Some people will hole up against the edge 15-25 minutes, while the...More"
Hector M,,Couples,Top,"October 16, 2017",5,This is a fantastic view .Very very busy but worth the wait .The buildings lit up in all there glory wow wow wow
bejayte,barrow in furness,Couples,The way to see the view for free!,"October 16, 2017",5,"The Rockefeller out all the main towers probably gave the best views of the city particularly at night, you get to see Central Park from one side and the Empire State, Chrysler and world trade centre the other. Like all the towers they're not cheap...More"
paulntraceNorthWales,north wales,Couples,amazing,"October 15, 2017",5,"well worth a visit, you ride in the worlds fastest lift to the top.
the view is absolutely stunning, we sat and had cocktails in the bar overlooking manhattan , wow wow"
holidayaddict51,Sowerby Bridge,Couples,Best Views of New York,"October 15, 2017",5,Great views over the New York skyline. You can take a photo of yourself with the Empire State Building in the back ground- the only place in New York where you can do this. Access is easy and we didn't have to queue for long....More
Susan N,"West Midlands, United Kingdom",Couples,Amazing Views,"October 14, 2017",5,"This will provide you with amazing views of New York, only visited in the daytime but excellent value for money."
Jeremy G,"Chippenham, England, United Kingdom",Couples,One of the must view places,"October 14, 2017",5,"We visited this place on an evening, the views with the lights was just jaw dropping, can't really say anymore than try it out for yourself."
